"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-03",20.07,19.37,20.76,0.69,19.41,96.6
"2017-04",20.04,19.35,20.73,0.69,18.76,93.17
"2017-05",20.56,19.88,21.25,0.69,18.79,90.53
