"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-08",18.56,17.83,19.29,0.73,18.81,98.68
"2018-09",18.69,17.96,19.41,0.73,19.05,98.08
"2018-10",18.89,18.16,19.61,0.72,19.06,99.08
"2018-11",18.98,18.25,19.7,0.72,20.25,93.71
"2018-12",19.03,18.31,19.75,0.72,20.18,94.31
"2019-01",19.09,18.37,19.8,0.72,NA,NA
