"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-06",19.33,18.63,20.02,0.69,18.19,93.76
"2017-07",19.59,18.9,20.28,0.69,17.85,90.27
"2017-08",19.9,19.21,20.58,0.69,17.81,88.27
