"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-07",20.35,19.65,21.04,0.7,19.12,93.57
"2018-08",20.29,19.61,20.97,0.68,18.81,92.13
"2018-09",20.37,19.69,21.05,0.68,19.05,93.1
