"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-03",20.11,19.41,20.8,0.7,19.41,96.39
"2017-04",20.06,19.36,20.75,0.69,18.76,93.08
"2017-05",20.64,19.95,21.33,0.69,18.79,90.13
"2017-06",21.16,20.47,21.84,0.69,18.19,83.7
"2017-07",21.26,20.57,21.94,0.68,17.85,80.93
"2017-08",21.5,20.82,22.18,0.68,17.81,79.25
