"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-10",19.17,18.45,19.89,0.72,19.06,99.43
"2018-11",19.17,18.46,19.89,0.72,20.25,94.68
"2018-12",19.16,18.44,19.87,0.72,20.18,94.95
"2019-01",19.22,18.5,19.93,0.71,NA,NA
"2019-02",19.28,18.57,19.99,0.71,NA,NA
"2019-03",19.29,18.58,20,0.71,NA,NA
