"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-12",19.17,18.48,19.86,0.69,19.06,99.44
"2018-01",19.27,18.58,19.96,0.69,19,98.59
"2018-02",19.35,18.66,20.03,0.69,18.63,96.15
