"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-02",22.41,21.78,23.04,0.63,20.38,90.05
"2017-03",22.74,22.12,23.37,0.63,19.41,82.82
"2017-04",22.57,21.95,23.19,0.62,18.76,79.69
