"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-09",17.93,17.24,18.61,0.69,17.8,99.28
"2017-10",17.91,17.22,18.59,0.68,18.72,95.62
"2017-11",17.98,17.3,18.66,0.68,18.98,94.76
