"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-02",18.92,18.25,19.58,0.67,18.63,98.45
"2018-03",18.8,18.14,19.46,0.66,18.68,99.39
"2018-04",18.78,18.13,19.44,0.66,18.35,97.61
"2018-05",18.85,18.19,19.5,0.66,19.49,96.71
"2018-06",18.95,18.29,19.6,0.65,20.31,93.29
"2018-07",19.06,18.4,19.71,0.65,19.12,99.68
