"FECHA","Frontera.norte","Noroeste","Noreste","Centro.norte","Centro.sur","Sur","Mexico","Nacional"
"2017-01-01",6.67182064168428,4.24681744833677,4.73680156775103,5.11990608754516,4.25732575510287,4.26671808978762,4.23615025029171,4.71828144781778
"2017-02-01",6.62470459689162,3.4251978006097,5.10271232428381,5.40234960318653,4.4234321523495,4.62917986955311,4.33377632584919,5.27103568495948
"2017-03-01",7.28751950361226,4.42148480585967,5.73230950275587,5.47706988978967,4.67094393496215,5.0858402356456,4.42661080559414,5.85029403280863
"2017-04-01",6.71145520450642,4.45588090256877,6.70722162173611,5.49597552054724,5.02856871942967,5.61547802941593,4.8349326758748,6.3539239928958
