"FECHA","Frontera.norte","Noroeste","Noreste","Centro.norte","Centro.sur","Sur","Mexico","Nacional"
"2018-12-01",104.957,105.036,103.008,102.318,102.825,103.008,102.585,103.02
"2019-01-01",105.56,105.38,103.74,102.93,103.45,103.6,103.16,103.72
"2019-02-01",106.3,105.93,104.21,103.38,103.85,103.97,103.63,104.3
"2019-03-01",106.56,106.35,104.68,103.8,104.35,104.29,104.07,104.78
"2019-04-01",106.64,106.83,104.66,104.13,104.61,104.11,104.39,105.04
"2019-05-01",105.6,105.06,104.9,104.46,104.98,104.46,104.78,105.19
"2019-06-01",105.78,105.16,105.34,104.85,105.39,104.83,105.22,105.56
