"FECHA","Tipo_de_cambio"
"2018-10-01",19.0638
"2018-11-01",19.01
"2018-12-01",19.05
"2019-01-01",19.09
"2019-02-01",19.15
"2019-03-01",19.2
"2019-04-01",19.25
