"FECHA","Tipo_de_cambio"
"2018-06-01",20.3105
"2018-07-01",20.35
"2018-08-01",20.29
"2018-09-01",20.37
"2018-10-01",20.38
"2018-11-01",20.44
"2018-12-01",20.53
